OrderID,OrderDate,CustomerID,CustomerName,ProductID,ProductName,Category,Brand,Quantity,UnitPrice,Discount,Tax,ShippingCost,TotalAmount,PaymentMethod,OrderStatus,City,State,Country,SellerID
ORD0005431,2021-01-01,CUST031640,Anjali Gupta,P00022,Water Bottle,Clothing,NexPro,1,196.81,0.2,7.87,4.64,169.96,Credit Card,Delivered,Columbus,OH,United States,SELL00857
ORD0005432,2023-12-08,CUST036371,Rohit Kapoor,P00019,LED Desk Lamp,Electronics,Apex,2,570.83,0.1,51.37,12.15,1091.01,Debit Card,Shipped,New York,NY,United States,SELL01516
ORD0005433,2023-08-25,CUST001658,Sunita Singh,P00036,Smart Light Bulb,Clothing,ReadMore,5,187.86,0.0,0.0,11.75,951.05,Amazon Pay,Delivered,Chicago,IL,India,SELL01188
ORD0005434,2022-03-12,CUST047246,Simran Kumar,P00010,Smartwatch,Home & Kitchen,CoreTech,4,180.18,0.2,28.83,1.99,607.4,Amazon Pay,Returned,San Diego,CA,United States,SELL00821
ORD0005435,2022-07-06,CUST005850,Karan Patel,P00016,Air Fryer,Electronics,ReadMore,1,194.78,0.0,9.74,9.42,213.94,Net Banking,Shipped,Phoenix,AZ,United States,SELL01655
ORD0005436,2023-03-03,CUST014168,Arjun Joshi,P00030,Dress Shirt,Clothing,Apex,4,234.04,0.15,39.79,1.18,836.71,Amazon Pay,Delivered,Washington,DC,United States,SELL00415
ORD0005437,2024-10-08,CUST011936,Aditya Joshi,P00004,USB-C Charger,Home & Kitchen,NexPro,3,295.75,0.0,70.98,1.19,959.42,Debit Card,Delivered,Columbus,OH,United States,SELL00235
ORD0005438,2023-07-30,CUST037638,Mohit Joshi,P00039,Graphic Tablet,Toys & Games,Zenith,1,63.54,0.0,5.08,12.89,81.51,Amazon Pay,Delivered,San Francisco,CA,United States,SELL01438
ORD0005439,2024-12-06,CUST036977,Mohit Singh,P00049,Children's Book,Clothing,Zenith,1,598.2,0.05,28.41,10.77,607.47,Amazon Pay,Delivered,San Antonio,TX,United States,SELL01388
ORD0005440,2020-03-13,CUST014829,Rohit Kapoor,P00018,Vacuum Cleaner,Toys & Games,HomeEase,3,286.78,0.0,154.86,7.78,1022.98,Credit Card,Delivered,San Francisco,CA,United States,SELL00167
ORD0005441,2021-04-25,CUST033118,Neha Singh,P00042,Projector Mini,Electronics,HomeEase,4,191.49,0.0,137.87,12.92,916.75,Amazon Pay,Returned,Phoenix,AZ,United States,SELL00981
ORD0005442,2023-10-07,CUST021245,Priya Sharma,P00024,Yoga Mat,Books,CoreTech,3,505.21,0.05,115.19,0.11,1555.15,Amazon Pay,Shipped,Los Angeles,CA,United States,SELL01752
ORD0005443,2021-07-13,CUST029463,Priya Singh,P00007,Mechanical Keyboard,Clothing,BrightLux,3,448.87,0.0,107.73,12.76,1467.1,UPI,Delivered,Phoenix,AZ,United States,SELL00710
ORD0005444,2023-09-11,CUST003091,Mohit Mehta,P00046,Car Charger,Sports & Outdoors,ReadMore,2,165.19,0.0,16.52,1.66,348.56,Net Banking,Delivered,New York,NY,Australia,SELL00798
ORD0005445,2022-01-14,CUST038617,Kabir Kumar,P00034,Desk Organizer,Clothing,Zenith,5,445.94,0.0,178.38,4.9,2412.98,Debit Card,Delivered,Columbus,OH,United States,SELL01984
ORD0005446,2024-01-06,CUST001524,Aditya Singh,P00039,Graphic Tablet,Clothing,ReadMore,3,264.41,0.25,29.75,9.8,634.47,Debit Card,Shipped,Phoenix,AZ,United States,SELL00486
ORD0005447,2020-04-09,CUST033410,Aditya Mehta,P00032,Board Game,Books,NexPro,1,246.95,0.0,29.63,9.54,286.12,UPI,Delivered,Charlotte,NC,United States,SELL00959
ORD0005448,2022-12-18,CUST025290,Sneha Joshi,P00038,External HDD 2TB,Clothing,FitLife,1,61.51,0.0,3.08,6.91,71.5,Credit Card,Shipped,Fort Worth,TX,United States,SELL01536
ORD0005449,2021-05-22,CUST008191,Sunita Verma,P00028,Jeans,Clothing,Zenith,4,584.08,0.05,0.0,9.58,2229.08,Credit Card,Delivered,Phoenix,AZ,United States,SELL01954
ORD0005450,2020-09-14,CUST003497,Aman Singh,P00038,External HDD 2TB,Home & Kitchen,Apex,1,373.01,0.0,29.84,10.89,413.74,Amazon Pay,Delivered,Phoenix,AZ,United States,SELL01483
ORD0005451,2021-02-16,CUST010751,Aarav Kapoor,P00038,External HDD 2TB,Sports & Outdoors,KiddoFun,2,409.98,0.25,0.0,6.18,621.15,Credit Card,Pending,Los Angeles,CA,United States,SELL01253
ORD0005452,2024-01-15,CUST045164,Vihaan Mehta,P00027,Winter Jacket,Sports & Outdoors,KiddoFun,3,313.04,0.0,112.69,10.06,1061.87,Credit Card,Delivered,Denver,CO,United States,SELL01474
ORD0005453,2022-12-24,CUST014441,Sunita Sharma,P00015,Instant Pot,Electronics,HomeEase,4,492.61,0.0,157.64,8.16,2136.24,Debit Card,Delivered,Jacksonville,FL,India,SELL01170
ORD0005454,2021-08-17,CUST032299,Vihaan Sharma,P00003,Smartphone Case,Electronics,BrightLux,2,558.97,0.1,80.49,7.5,1094.14,Amazon Pay,Delivered,Dallas,TX,United States,SELL00783
ORD0005455,2023-03-23,CUST008481,Vivaan Singh,P00042,Projector Mini,Home & Kitchen,FitLife,5,297.88,0.15,0.0,6.79,1272.78,Amazon Pay,Delivered,San Jose,CA,United States,SELL01866
ORD0005456,2020-09-22,CUST014967,Sneha Verma,P00040,Microphone,Home & Kitchen,KiddoFun,3,77.46,0.05,11.04,7.67,239.47,Net Banking,Pending,Los Angeles,CA,United States,SELL01403
ORD0005457,2022-03-31,CUST006046,Pooja Singh,P00017,Electric Kettle,Sports & Outdoors,CoreTech,4,541.43,0.0,108.29,4.49,2278.5,Credit Card,Delivered,San Diego,CA,United States,SELL01081
ORD0005458,2023-01-07,CUST039202,Kabir Sharma,P00005,Laptop Sleeve,Toys & Games,ReadMore,4,64.6,0.05,12.27,8.74,266.49,UPI,Pending,Austin,TX,United States,SELL00823
ORD0005459,2023-08-31,CUST006164,Aarav Verma,P00049,Children's Book,Home & Kitchen,Zenith,3,374.42,0.0,56.16,11.73,1191.15,UPI,Delivered,San Francisco,CA,India,SELL00984
ORD0005460,2021-10-23,CUST032727,Sahil Patel,P00027,Winter Jacket,Electronics,CoreTech,1,529.72,0.1,23.84,3.12,503.71,Net Banking,Delivered,Phoenix,AZ,India,SELL01449
ORD0005461,2022-08-04,CUST039230,Aditya Kumar,P00044,Power Bank 20000mAh,Home & Kitchen,Apex,3,90.16,0.1,19.47,1.88,264.78,Debit Card,Delivered,New York,NY,United States,SELL01717
ORD0005462,2021-07-13,CUST028111,Arjun Joshi,P00031,Kids Toy Car,Toys & Games,CoreTech,4,185.74,0.2,47.55,12.65,654.57,Debit Card,Delivered,Los Angeles,CA,United States,SELL01773
ORD0005463,2022-07-05,CUST010242,Ritika Joshi,P00040,Microphone,Clothing,UrbanStyle,4,263.49,0.3,88.53,7.46,833.76,Credit Card,Delivered,Indianapolis,IN,United States,SELL00002
ORD0005464,2022-06-09,CUST022744,Mohit Gupta,P00016,Air Fryer,Clothing,HomeEase,4,57.96,0.0,11.59,3.83,247.26,Credit Card,Delivered,New York,NY,United States,SELL01085
ORD0005465,2023-06-25,CUST001624,Anjali Joshi,P00005,Laptop Sleeve,Electronics,Zenith,4,140.83,0.0,101.4,2.74,667.46,Debit Card,Shipped,San Francisco,CA,United States,SELL01676
ORD0005466,2024-12-18,CUST016637,Arjun Kumar,P00031,Kids Toy Car,Electronics,NexPro,3,309.61,0.05,44.12,7.3,933.81,Credit Card,Delivered,Philadelphia,PA,United Kingdom,SELL00670
ORD0005467,2022-05-17,CUST012918,Vivaan Reddy,P00002,Bluetooth Speaker,Sports & Outdoors,KiddoFun,4,278.78,0.0,89.21,5.42,1209.75,Credit Card,Delivered,Jacksonville,FL,United States,SELL01335
ORD0005468,2021-09-01,CUST022596,Pooja Reddy,P00015,Instant Pot,Home & Kitchen,CoreTech,1,144.75,0.2,9.26,12.0,137.06,Amazon Pay,Delivered,San Francisco,CA,United States,SELL01809
ORD0005469,2021-02-17,CUST047330,Vihaan Sharma,P00006,Gaming Mouse,Clothing,KiddoFun,4,563.71,0.0,405.87,11.96,2672.67,Net Banking,Delivered,New York,NY,Canada,SELL01399
ORD0005470,2020-01-25,CUST020047,Vivaan Verma,P00040,Microphone,Home & Kitchen,Apex,5,430.94,0.05,163.76,11.75,2222.47,Amazon Pay,Shipped,Indianapolis,IN,Canada,SELL01724
ORD0005471,2020-10-10,CUST039251,Sahil Gupta,P00022,Water Bottle,Books,NexPro,4,337.22,0.15,91.72,5.81,1244.08,Debit Card,Delivered,Austin,TX,United States,SELL01937
ORD0005472,2024-01-12,CUST005779,Vihaan Reddy,P00024,Yoga Mat,Toys & Games,Zenith,2,394.2,0.2,31.54,0.66,662.92,Credit Card,Pending,Dallas,TX,United States,SELL00405
ORD0005473,2022-05-30,CUST016752,Karan Singh,P00013,Action Camera,Toys & Games,UrbanStyle,1,110.15,0.0,8.81,1.46,120.42,Credit Card,Delivered,Los Angeles,CA,United States,SELL00881
ORD0005474,2020-10-27,CUST013804,Aarav Kumar,P00047,Memory Card 128GB,Electronics,Apex,5,208.65,0.0,125.19,11.19,1179.63,Credit Card,Shipped,San Jose,CA,United Kingdom,SELL00561
ORD0005475,2022-12-27,CUST042531,Aarav Kumar,P00020,Office Chair,Electronics,Apex,2,159.47,0.0,25.52,10.96,355.42,Credit Card,Delivered,Dallas,TX,United States,SELL01491
ORD0005476,2022-10-27,CUST047764,Karan Mehta,P00043,HDMI Cable 2m,Books,NexPro,1,502.11,0.05,57.24,10.57,544.81,Credit Card,Delivered,Dallas,TX,United States,SELL00293
ORD0005477,2022-03-27,CUST002031,Arjun Patel,P00050,Novel Bestseller,Clothing,BrightLux,4,404.34,0.0,80.87,13.58,1711.81,Net Banking,Delivered,Phoenix,AZ,United States,SELL00697
ORD0005478,2023-03-06,CUST029031,Priya Kumar,P00021,Backpack,Clothing,HomeEase,4,99.27,0.0,47.65,6.0,450.73,UPI,Delivered,Philadelphia,PA,United States,SELL01927
ORD0005479,2023-04-02,CUST032041,Sunita Verma,P00007,Mechanical Keyboard,Toys & Games,KiddoFun,4,153.11,0.0,30.62,11.02,654.08,Amazon Pay,Shipped,Dallas,TX,United States,SELL00923
ORD0005480,2020-03-23,CUST013946,Neha Singh,P00003,Smartphone Case,Clothing,UrbanStyle,4,406.85,0.0,130.19,2.02,1759.61,Debit Card,Delivered,Chicago,IL,United States,SELL00593
ORD0005481,2024-07-31,CUST045469,Vihaan Kumar,P00017,Electric Kettle,Clothing,ReadMore,1,253.26,0.1,27.35,9.1,264.38,UPI,Shipped,Philadelphia,PA,United States,SELL01485
ORD0005482,2023-12-14,CUST010639,Vihaan Gupta,P00015,Instant Pot,Home & Kitchen,NexPro,3,521.7,0.0,78.26,0.71,1644.07,Credit Card,Delivered,Dallas,TX,United States,SELL00885
ORD0005483,2023-01-01,CUST007559,Vikas Verma,P00010,Smartwatch,Sports & Outdoors,Apex,2,346.67,0.05,32.93,1.21,692.81,Amazon Pay,Delivered,Los Angeles,CA,United States,SELL00727
ORD0005484,2023-06-14,CUST028538,Kabir Patel,P00027,Winter Jacket,Books,Apex,4,103.2,0.15,17.54,0.65,369.07,Credit Card,Delivered,Dallas,TX,United States,SELL01806
ORD0005485,2020-02-15,CUST010038,Vihaan Patel,P00029,T-Shirt,Home & Kitchen,CoreTech,4,317.47,0.0,63.49,9.84,1343.21,Amazon Pay,Delivered,Philadelphia,PA,United States,SELL01156
ORD0005486,2021-09-09,CUST021008,Aditya Sharma,P00028,Jeans,Home & Kitchen,HomeEase,3,523.42,0.15,106.78,10.23,1451.73,UPI,Shipped,Charlotte,NC,India,SELL01424
ORD0005487,2022-07-16,CUST035065,Kabir Singh,P00002,Bluetooth Speaker,Books,UrbanStyle,1,174.33,0.05,19.87,2.6,188.08,Amazon Pay,Shipped,Indianapolis,IN,United States,SELL01407
ORD0005488,2024-12-28,CUST010424,Mohit Mehta,P00042,Projector Mini,Electronics,ReadMore,3,233.53,0.0,35.03,1.14,736.76,UPI,Delivered,Austin,TX,India,SELL01981
ORD0005489,2020-09-18,CUST044226,Aman Patel,P00023,Cookware Set,Books,KiddoFun,4,488.87,0.0,351.99,9.54,2317.01,Credit Card,Delivered,Dallas,TX,India,SELL01550
ORD0005490,2020-06-24,CUST024230,Kabir Singh,P00036,Smart Light Bulb,Clothing,BrightLux,4,49.45,0.05,22.55,8.98,219.44,Amazon Pay,Delivered,San Francisco,CA,India,SELL01096
ORD0005491,2023-04-04,CUST024629,Karan Singh,P00022,Water Bottle,Clothing,NexPro,3,267.78,0.0,40.17,2.35,845.86,UPI,Pending,San Francisco,CA,United States,SELL00769
ORD0005492,2021-10-18,CUST042530,Priya Kapoor,P00014,Drone Mini,Electronics,KiddoFun,2,73.98,0.1,6.66,6.87,146.69,Credit Card,Delivered,Dallas,TX,United States,SELL00429
ORD0005493,2022-04-21,CUST044885,Priya Patel,P00005,Laptop Sleeve,Books,NexPro,1,292.04,0.0,0.0,4.85,296.89,Credit Card,Shipped,Jacksonville,FL,United States,SELL01030
ORD0005494,2021-01-04,CUST005205,Vihaan Gupta,P00009,Portable SSD 1TB,Sports & Outdoors,FitLife,5,436.17,0.0,392.55,13.42,2586.82,UPI,Delivered,Seattle,WA,India,SELL00324
ORD0005495,2024-12-23,CUST034177,Neha Patel,P00046,Car Charger,Sports & Outdoors,UrbanStyle,3,231.08,0.0,124.78,11.74,829.76,UPI,Delivered,San Diego,CA,India,SELL00387
ORD0005496,2020-02-23,CUST017103,Pooja Verma,P00037,Router,Electronics,HomeEase,1,596.73,0.05,28.34,5.22,600.45,Net Banking,Delivered,Chicago,IL,United States,SELL00405
ORD0005497,2021-11-20,CUST049723,Aarav Singh,P00022,Water Bottle,Books,Zenith,3,398.39,0.15,50.79,0.47,1067.15,Amazon Pay,Delivered,Seattle,WA,United States,SELL01182
ORD0005498,2023-12-13,CUST007011,Arjun Patel,P00007,Mechanical Keyboard,Electronics,UrbanStyle,1,503.7,0.0,40.3,9.61,553.61,Credit Card,Delivered,Los Angeles,CA,United States,SELL00588
ORD0005499,2024-11-14,CUST022047,Arjun Mehta,P00004,USB-C Charger,Books,NexPro,2,335.45,0.05,50.99,13.25,701.59,Amazon Pay,Delivered,Dallas,TX,United Kingdom,SELL01056
ORD0005500,2024-03-10,CUST020349,Simran Joshi,P00011,Fitness Band,Clothing,ReadMore,2,319.65,0.0,76.72,6.25,722.27,Debit Card,Delivered,Seattle,WA,United Kingdom,SELL00316
ORD0005501,2023-09-26,CUST003075,Aditya Verma,P00018,Vacuum Cleaner,Sports & Outdoors,NexPro,1,5.56,0.0,0.28,2.32,8.16,Net Banking,Delivered,Dallas,TX,United States,SELL00101
ORD0005502,2023-02-24,CUST033622,Ritika Mehta,P00013,Action Camera,Electronics,Apex,1,86.44,0.05,4.11,8.97,95.2,Debit Card,Delivered,New York,NY,United States,SELL00393
ORD0005503,2023-12-03,CUST010854,Pooja Singh,P00047,Memory Card 128GB,Home & Kitchen,BrightLux,1,370.41,0.1,26.67,3.76,363.8,Net Banking,Delivered,Denver,CO,India,SELL00904
ORD0005504,2021-01-01,CUST004290,Aditya Patel,P00046,Car Charger,Sports & Outdoors,ReadMore,3,518.28,0.0,77.74,8.08,1640.66,Credit Card,Delivered,Charlotte,NC,United States,SELL00700
ORD0005505,2023-07-18,CUST032377,Arjun Singh,P00002,Bluetooth Speaker,Books,KiddoFun,4,396.61,0.05,180.85,2.38,1690.35,Credit Card,Shipped,Washington,DC,United States,SELL00258
ORD0005506,2021-10-05,CUST049982,Sunita Patel,P00034,Desk Organizer,Electronics,Zenith,5,415.86,0.25,124.76,3.59,1687.82,Amazon Pay,Returned,New York,NY,Canada,SELL01715
ORD0005507,2024-06-16,CUST049845,Anjali Joshi,P00043,HDMI Cable 2m,Books,NexPro,3,310.89,0.05,106.32,7.74,1000.1,Credit Card,Shipped,Jacksonville,FL,United States,SELL01000
ORD0005508,2021-01-13,CUST031712,Karan Joshi,P00036,Smart Light Bulb,Electronics,Zenith,2,593.15,0.0,142.36,6.8,1335.46,Cash on Delivery,Delivered,Washington,DC,United States,SELL01523
ORD0005509,2020-03-13,CUST005497,Karan Kapoor,P00017,Electric Kettle,Home & Kitchen,KiddoFun,2,487.48,0.15,66.3,13.56,908.58,Amazon Pay,Delivered,Fort Worth,TX,Canada,SELL01771
ORD0005510,2022-07-03,CUST020001,Anjali Singh,P00036,Smart Light Bulb,Electronics,NexPro,1,457.33,0.0,22.87,8.53,488.73,UPI,Delivered,Philadelphia,PA,United States,SELL01143
ORD0005511,2023-06-25,CUST007921,Sneha Mehta,P00009,Portable SSD 1TB,Toys & Games,FitLife,2,374.02,0.15,31.79,1.26,668.88,Amazon Pay,Shipped,San Antonio,TX,United States,SELL01536
ORD0005512,2022-05-09,CUST002701,Karan Reddy,P00015,Instant Pot,Toys & Games,UrbanStyle,1,184.43,0.05,21.03,0.82,197.06,UPI,Delivered,Columbus,OH,United States,SELL00509
ORD0005513,2024-12-13,CUST039397,Neha Reddy,P00009,Portable SSD 1TB,Toys & Games,CoreTech,2,353.38,0.05,33.57,5.38,710.37,Amazon Pay,Delivered,Chicago,IL,United States,SELL01398
ORD0005514,2020-02-12,CUST017959,Sahil Joshi,P00043,HDMI Cable 2m,Sports & Outdoors,NexPro,3,304.84,0.1,65.85,3.39,892.31,Amazon Pay,Delivered,Charlotte,NC,United States,SELL00503
ORD0005515,2021-01-11,CUST015389,Sahil Reddy,P00016,Air Fryer,Clothing,ReadMore,1,95.64,0.0,7.65,3.96,107.25,Net Banking,Delivered,Indianapolis,IN,United States,SELL01177
ORD0005516,2022-11-30,CUST018537,Sneha Mehta,P00007,Mechanical Keyboard,Home & Kitchen,Apex,4,281.57,0.0,90.1,14.7,1231.08,Net Banking,Delivered,Philadelphia,PA,United States,SELL01311
ORD0005517,2020-06-18,CUST007193,Aditya Kapoor,P00027,Winter Jacket,Toys & Games,ReadMore,4,517.33,0.0,165.55,12.52,2247.39,UPI,Shipped,Indianapolis,IN,United States,SELL01562
ORD0005518,2020-07-30,CUST029971,Karan Reddy,P00038,External HDD 2TB,Home & Kitchen,ReadMore,5,242.07,0.2,48.41,9.73,1026.42,Credit Card,Delivered,Phoenix,AZ,India,SELL01456
ORD0005519,2024-02-25,CUST005569,Ritika Kumar,P00009,Portable SSD 1TB,Electronics,Apex,3,180.69,0.2,52.04,10.29,495.99,Debit Card,Delivered,Austin,TX,United States,SELL01358
ORD0005520,2024-08-30,CUST043107,Aditya Kumar,P00046,Car Charger,Electronics,CoreTech,3,258.17,0.0,61.96,2.98,839.45,Net Banking,Shipped,Charlotte,NC,United States,SELL00218
ORD0005521,2020-02-08,CUST001552,Vikas Sharma,P00011,Fitness Band,Home & Kitchen,Zenith,4,318.89,0.05,96.94,7.59,1316.31,Credit Card,Delivered,Indianapolis,IN,United States,SELL01786
ORD0005522,2021-01-03,CUST037448,Rohit Sharma,P00016,Air Fryer,Sports & Outdoors,UrbanStyle,1,256.13,0.2,16.39,13.23,234.52,UPI,Delivered,Philadelphia,PA,United States,SELL01641
ORD0005523,2022-01-26,CUST028871,Vikas Reddy,P00050,Novel Bestseller,Electronics,Zenith,4,72.15,0.2,11.54,1.56,243.98,UPI,Delivered,San Jose,CA,United States,SELL00029
ORD0005524,2020-05-30,CUST020427,Neha Singh,P00009,Portable SSD 1TB,Clothing,Zenith,2,49.62,0.05,0.0,4.72,99.0,Credit Card,Delivered,Charlotte,NC,United States,SELL00204
ORD0005525,2023-02-08,CUST027580,Vihaan Sharma,P00025,Running Shoes,Books,HomeEase,3,385.46,0.0,92.51,5.84,1254.73,UPI,Delivered,Denver,CO,United States,SELL01705
ORD0005526,2024-02-12,CUST011727,Vikas Patel,P00047,Memory Card 128GB,Toys & Games,FitLife,5,76.63,0.05,0.0,6.82,370.81,UPI,Delivered,Fort Worth,TX,United States,SELL00986
ORD0005527,2023-12-30,CUST012985,Arjun Gupta,P00034,Desk Organizer,Clothing,Zenith,5,525.28,0.15,178.6,0.21,2411.25,UPI,Cancelled,Jacksonville,FL,United States,SELL01265
ORD0005528,2022-12-06,CUST044205,Simran Singh,P00045,Phone Tripod,Home & Kitchen,FitLife,3,308.84,0.0,46.33,0.34,973.19,Credit Card,Delivered,Columbus,OH,Australia,SELL00554
ORD0005529,2022-10-20,CUST041396,Sahil Mehta,P00013,Action Camera,Home & Kitchen,UrbanStyle,5,459.28,0.25,0.0,9.67,1731.97,Debit Card,Delivered,San Antonio,TX,United States,SELL00320
ORD0005530,2024-05-17,CUST029958,Sneha Kumar,P00028,Jeans,Toys & Games,UrbanStyle,4,346.38,0.05,105.3,0.97,1422.51,Credit Card,Delivered,Dallas,TX,Canada,SELL01077
ORD0005531,2022-01-06,CUST017852,Sneha Sharma,P00008,4K Monitor,Sports & Outdoors,BrightLux,5,179.16,0.0,161.24,9.28,1066.32,Debit Card,Delivered,Charlotte,NC,United States,SELL00783
ORD0005532,2023-10-21,CUST019749,Arjun Verma,P00032,Board Game,Toys & Games,NexPro,2,64.14,0.0,23.09,13.21,164.58,Debit Card,Delivered,San Diego,CA,United States,SELL00272
ORD0005533,2020-03-09,CUST018230,Arjun Mehta,P00048,Wireless Charger,Home & Kitchen,CoreTech,1,183.67,0.15,18.73,8.86,183.71,UPI,Delivered,Columbus,OH,Canada,SELL00321
ORD0005534,2020-10-25,CUST001535,Aarav Mehta,P00042,Projector Mini,Sports & Outdoors,KiddoFun,5,140.23,0.05,79.93,8.94,754.96,Debit Card,Shipped,San Antonio,TX,Canada,SELL00117
ORD0005535,2022-08-01,CUST015364,Vikas Sharma,P00002,Bluetooth Speaker,Sports & Outdoors,FitLife,5,126.63,0.0,31.66,9.68,674.49,Credit Card,Delivered,Philadelphia,PA,United States,SELL00748
ORD0005536,2022-03-12,CUST034259,Vihaan Kapoor,P00041,Webcam Full HD,Books,HomeEase,2,564.21,0.05,128.64,2.14,1202.78,Credit Card,Delivered,Seattle,WA,United States,SELL00675
ORD0005537,2020-10-22,CUST020655,Aditya Joshi,P00049,Children's Book,Electronics,Zenith,2,451.48,0.0,45.15,8.65,956.76,UPI,Delivered,Seattle,WA,United States,SELL00805
ORD0005538,2020-07-21,CUST006485,Kabir Singh,P00031,Kids Toy Car,Clothing,BrightLux,2,263.9,0.0,95.0,6.44,629.24,Credit Card,Delivered,Los Angeles,CA,Canada,SELL01551
ORD0005539,2020-03-01,CUST044709,Aarav Singh,P00018,Vacuum Cleaner,Sports & Outdoors,FitLife,3,484.52,0.05,110.47,3.86,1495.21,Amazon Pay,Delivered,Columbus,OH,India,SELL00995
ORD0005540,2022-08-03,CUST009214,Vikas Singh,P00042,Projector Mini,Sports & Outdoors,NexPro,3,120.45,0.0,28.91,1.36,391.62,Credit Card,Delivered,Charlotte,NC,United States,SELL00577
ORD0005541,2022-08-20,CUST020203,Aditya Kumar,P00036,Smart Light Bulb,Sports & Outdoors,Zenith,4,13.23,0.05,4.02,6.89,61.18,Net Banking,Delivered,Charlotte,NC,United States,SELL01401
ORD0005542,2023-08-30,CUST024018,Aditya Sharma,P00014,Drone Mini,Sports & Outdoors,Apex,2,121.28,0.1,26.2,11.8,256.3,Cash on Delivery,Delivered,San Diego,CA,United States,SELL00708
ORD0005543,2023-03-30,CUST032938,Ritika Mehta,P00013,Action Camera,Home & Kitchen,ReadMore,4,269.49,0.05,81.92,9.3,1115.28,Net Banking,Delivered,Philadelphia,PA,United States,SELL00853
ORD0005544,2020-11-26,CUST031408,Arjun Singh,P00041,Webcam Full HD,Home & Kitchen,UrbanStyle,4,363.49,0.15,222.46,10.75,1469.08,UPI,Delivered,Austin,TX,United States,SELL01746
ORD0005545,2024-03-31,CUST037604,Neha Singh,P00002,Bluetooth Speaker,Sports & Outdoors,Apex,2,356.65,0.0,0.0,9.03,722.33,Credit Card,Delivered,Fort Worth,TX,United States,SELL01453
ORD0005546,2020-12-03,CUST033469,Aman Gupta,P00012,Noise Cancelling Headphones,Clothing,KiddoFun,5,157.53,0.2,31.51,0.03,661.66,Debit Card,Delivered,Fort Worth,TX,United States,SELL00182
ORD0005547,2024-06-17,CUST020926,Neha Mehta,P00013,Action Camera,Books,CoreTech,5,580.17,0.15,295.89,11.73,2773.34,Amazon Pay,Delivered,Charlotte,NC,United States,SELL01925
ORD0005548,2023-08-20,CUST033719,Anjali Joshi,P00012,Noise Cancelling Headphones,Clothing,KiddoFun,5,400.1,0.1,144.04,7.97,1952.46,Debit Card,Delivered,Fort Worth,TX,India,SELL00974
ORD0005549,2024-03-06,CUST044798,Aarav Gupta,P00011,Fitness Band,Toys & Games,Zenith,1,80.96,0.0,4.05,7.53,92.54,Debit Card,Delivered,Denver,CO,United States,SELL00175
ORD0005550,2024-07-31,CUST019003,Vihaan Singh,P00028,Jeans,Toys & Games,NexPro,3,434.25,0.0,104.22,1.51,1408.48,UPI,Delivered,Denver,CO,United States,SELL00172
ORD0005551,2023-09-23,CUST003831,Vivaan Sharma,P00033,Puzzle 1000pc,Sports & Outdoors,Apex,4,560.84,0.3,125.63,3.48,1699.46,Net Banking,Delivered,Phoenix,AZ,Canada,SELL00966
ORD0005552,2024-04-22,CUST016682,Kabir Singh,P00029,T-Shirt,Books,ReadMore,4,131.94,0.0,26.39,0.49,554.64,Amazon Pay,Delivered,Houston,TX,United States,SELL00094
ORD0005553,2021-09-30,CUST000510,Aman Singh,P00002,Bluetooth Speaker,Books,FitLife,1,67.4,0.0,5.39,12.14,84.93,UPI,Delivered,Indianapolis,IN,United States,SELL00477
ORD0005554,2020-10-01,CUST047263,Aarav Mehta,P00041,Webcam Full HD,Toys & Games,KiddoFun,2,563.67,0.05,128.52,6.72,1206.21,Credit Card,Delivered,Philadelphia,PA,United States,SELL00863
ORD0005555,2023-04-02,CUST038662,Karan Joshi,P00040,Microphone,Books,Zenith,1,388.8,0.0,31.1,6.9,426.8,UPI,Shipped,Seattle,WA,India,SELL00282
ORD0005556,2024-01-06,CUST045843,Sahil Gupta,P00034,Desk Organizer,Home & Kitchen,BrightLux,2,515.98,0.1,46.44,3.38,978.58,Credit Card,Delivered,Chicago,IL,United States,SELL01523
ORD0005557,2020-11-14,CUST027258,Ritika Reddy,P00021,Backpack,Clothing,ReadMore,5,553.59,0.1,298.94,2.91,2793.0,Amazon Pay,Delivered,Jacksonville,FL,United States,SELL01926
ORD0005558,2021-08-11,CUST017825,Priya Kumar,P00009,Portable SSD 1TB,Electronics,NexPro,4,468.39,0.05,0.0,2.48,1782.36,Debit Card,Delivered,New York,NY,United States,SELL01165
ORD0005559,2021-05-18,CUST044392,Karan Singh,P00013,Action Camera,Home & Kitchen,Apex,2,254.55,0.15,34.62,1.67,469.02,UPI,Delivered,Austin,TX,India,SELL00660
ORD0005560,2024-09-05,CUST021850,Pooja Verma,P00032,Board Game,Electronics,ReadMore,1,359.46,0.0,0.0,7.08,366.54,Debit Card,Delivered,Jacksonville,FL,United States,SELL00920
ORD0005561,2021-01-21,CUST029365,Aman Mehta,P00018,Vacuum Cleaner,Electronics,HomeEase,3,423.05,0.0,101.53,7.78,1378.46,Credit Card,Delivered,San Diego,CA,India,SELL00541
ORD0005562,2022-05-19,CUST046846,Arjun Kumar,P00001,Wireless Earbuds,Books,Apex,2,467.43,0.25,84.14,3.4,788.68,Amazon Pay,Delivered,San Antonio,TX,United States,SELL00635
ORD0005563,2022-04-12,CUST007582,Sunita Kapoor,P00027,Winter Jacket,Books,Zenith,4,183.17,0.05,34.8,5.68,736.53,Amazon Pay,Delivered,New York,NY,United States,SELL01912
